dataset,file_name,source,file_type,compression,encoding,language_hint,dataset_type,classification_confidence,n_columns,estimated_records,records_sampled,text_length_avg,encoding_quality,dominant_script,mixed_language,code_switching,romanized,errors,relative_path
10251.txt,10251.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,103.5,1.0,Devanagari,False,False,False,0,10251.txt
10254.txt,10254.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,104.0,1.0,Devanagari,False,False,False,0,10254.txt
10255.txt,10255.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,15,6,498.33,1.0,Devanagari,False,False,False,0,10255.txt
10258.txt,10258.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,593.0,1.0,Devanagari,False,False,False,0,10258.txt
10259.txt,10259.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,393.0,1.0,Devanagari,False,False,False,0,10259.txt
1026.txt,1026.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,119.0,1.0,Devanagari,False,False,False,0,1026.txt
10260.txt,10260.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,258.0,1.0,Devanagari,False,False,False,0,10260.txt
10261.txt,10261.txt,unknown,txt,none,utf-8,,Unknown,0.2,0,,0,0.0,1.0,,False,False,False,0,10261.txt
10262.txt,10262.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,48.0,1.0,Devanagari,False,False,False,0,10262.txt
10264.txt,10264.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,10,4,287.25,1.0,Devanagari,False,False,False,0,10264.txt
10265.txt,10265.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,185.0,1.0,Devanagari,False,False,False,0,10265.txt
10266.txt,10266.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,311.0,1.0,Devanagari,False,False,False,0,10266.txt
10267.txt,10267.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,167.0,1.0,Devanagari,False,False,False,0,10267.txt
10269.txt,10269.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,31,12,228.0,1.0,Devanagari,False,False,False,0,10269.txt
1027.txt,1027.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,406.0,1.0,Devanagari,False,False,False,0,1027.txt
10270.txt,10270.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,29.0,1.0,Devanagari,False,False,False,0,10270.txt
10271.txt,10271.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,97.0,1.0,Devanagari,False,False,False,0,10271.txt
10272.txt,10272.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,8,3,2619.0,1.0,Devanagari,False,False,False,0,10272.txt
10273.txt,10273.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,256.0,1.0,Devanagari,False,False,False,0,10273.txt
10275.txt,10275.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,97.0,1.0,Devanagari,False,False,False,0,10275.txt
10276.txt,10276.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,143.0,1.0,Devanagari,False,False,False,0,10276.txt
10277.txt,10277.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,88.0,1.0,Devanagari,False,False,False,0,10277.txt
10278.txt,10278.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,141.0,1.0,Devanagari,False,False,False,0,10278.txt
10279.txt,10279.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,31,12,389.42,1.0,Devanagari,False,False,False,0,10279.txt
1028.txt,1028.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,7,3,259.33,1.0,Devanagari,False,False,False,0,1028.txt
10280.txt,10280.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,86.0,1.0,Devanagari,False,False,False,0,10280.txt
10282.txt,10282.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,7,3,557.0,1.0,Devanagari,False,False,False,0,10282.txt
10283.txt,10283.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,46,18,218.56,1.0,Devanagari,False,False,False,0,10283.txt
10284.txt,10284.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,43.0,1.0,Devanagari,False,False,False,0,10284.txt
10285.txt,10285.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,116.0,1.0,Devanagari,False,False,False,0,10285.txt
10286.txt,10286.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,68.0,1.0,Devanagari,False,False,False,0,10286.txt
10287.txt,10287.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,197.0,1.0,Devanagari,False,False,False,0,10287.txt
10288.txt,10288.txt,unknown,txt,none,ascii,,Unknown,0.2,0,,0,0.0,1.0,,False,False,False,0,10288.txt
1029.txt,1029.txt,unknown,txt,none,ascii,,Unknown,0.2,0,,0,0.0,1.0,,False,False,False,0,1029.txt
10290.txt,10290.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,103.0,1.0,Devanagari,False,False,False,0,10290.txt
10292.txt,10292.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,72.0,1.0,Devanagari,False,False,False,0,10292.txt
10293.txt,10293.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,92.0,1.0,Devanagari,False,False,False,0,10293.txt
10295.txt,10295.txt,unknown,txt,none,ascii,,Unknown,0.2,0,,0,0.0,1.0,,False,False,False,0,10295.txt
10296.txt,10296.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,68.0,1.0,Devanagari,False,False,False,0,10296.txt
10297.txt,10297.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,305.0,1.0,Devanagari,False,False,False,0,10297.txt
10298.txt,10298.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,83.0,1.0,Devanagari,False,False,False,0,10298.txt
103.txt,103.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,36.0,1.0,Devanagari,False,False,False,0,103.txt
1030.txt,1030.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,596.0,1.0,Devanagari,False,False,False,0,1030.txt
10300.txt,10300.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,101.0,1.0,Devanagari,False,False,False,0,10300.txt
10301.txt,10301.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,353.0,1.0,Devanagari,False,False,False,0,10301.txt
10302.txt,10302.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,106.0,1.0,Devanagari,False,False,False,0,10302.txt
10304.txt,10304.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,135.0,1.0,Devanagari,False,False,False,0,10304.txt
10306.txt,10306.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,87.0,1.0,Devanagari,False,False,False,0,10306.txt
10307.txt,10307.txt,unknown,txt,none,ascii,,Unknown,0.2,0,,0,0.0,1.0,,False,False,False,0,10307.txt
10308.txt,10308.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,388.0,1.0,Devanagari,False,False,False,0,10308.txt
10309.txt,10309.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,105.0,1.0,Devanagari,False,False,False,0,10309.txt
1031.txt,1031.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,18,7,685.57,1.0,Devanagari,False,False,False,0,1031.txt
10310.txt,10310.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,76.0,1.0,Devanagari,False,False,False,0,10310.txt
10312.txt,10312.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,310.0,1.0,Devanagari,False,False,False,0,10312.txt
10314.txt,10314.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,7,3,101.0,1.0,Devanagari,False,True,False,0,10314.txt
10316.txt,10316.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,56.0,1.0,Devanagari,False,False,False,0,10316.txt
10317.txt,10317.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,55.0,1.0,Devanagari,False,False,False,0,10317.txt
10318.txt,10318.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,13,5,95.6,1.0,Devanagari,False,False,False,0,10318.txt
10319.txt,10319.txt,unknown,txt,none,utf_8,,Bilingual,0.55,1,4,2,31.0,1.0,Devanagari,True,True,False,0,10319.txt
1032.txt,1032.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,64,24,306.83,1.0,Devanagari,False,False,False,0,1032.txt
10323.txt,10323.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,22,9,302.22,1.0,Devanagari,False,False,False,0,10323.txt
10324.txt,10324.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,108.0,1.0,Devanagari,False,False,False,0,10324.txt
10325.txt,10325.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,170.5,1.0,Devanagari,False,False,False,0,10325.txt
10326.txt,10326.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,203.0,1.0,Devanagari,False,False,False,0,10326.txt
10329.txt,10329.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,64.0,1.0,Devanagari,False,False,False,0,10329.txt
1033.txt,1033.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,90.0,1.0,Devanagari,False,False,False,0,1033.txt
10330.txt,10330.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,70.0,1.0,Devanagari,False,False,False,0,10330.txt
10331.txt,10331.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,9,4,57.75,1.0,Devanagari,False,False,False,0,10331.txt
10332.txt,10332.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,118.0,1.0,Devanagari,False,False,False,0,10332.txt
10333.txt,10333.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,15,6,79.5,1.0,Devanagari,False,False,False,0,10333.txt
10334.txt,10334.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,91.0,1.0,Devanagari,False,False,False,0,10334.txt
10335.txt,10335.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,249.0,1.0,Devanagari,False,False,False,0,10335.txt
10336.txt,10336.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,42,16,315.44,1.0,Devanagari,False,False,False,0,10336.txt
10338.txt,10338.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,7,3,301.67,1.0,Devanagari,False,False,False,0,10338.txt
1034.txt,1034.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,8,3,107.67,1.0,Devanagari,False,False,False,0,1034.txt
10340.txt,10340.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,239.0,1.0,Devanagari,False,False,False,0,10340.txt
10341.txt,10341.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,24,9,327.33,1.0,Devanagari,False,False,False,0,10341.txt
10342.txt,10342.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,15,6,176.83,1.0,Devanagari,False,False,False,0,10342.txt
10343.txt,10343.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,117.0,1.0,Devanagari,False,False,False,0,10343.txt
10344.txt,10344.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,160.0,1.0,Devanagari,False,False,False,0,10344.txt
10345.txt,10345.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,4,2,121.5,1.0,Devanagari,False,False,False,0,10345.txt
1035.txt,1035.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,84,32,85.5,1.0,Devanagari,False,False,False,0,1035.txt
10350.txt,10350.txt,unknown,txt,none,ascii,,Unknown,0.2,0,,0,0.0,1.0,,False,False,False,0,10350.txt
10351.txt,10351.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,136.0,1.0,Devanagari,False,False,False,0,10351.txt
10353.txt,10353.txt,unknown,txt,none,ascii,,Unknown,0.2,0,,0,0.0,1.0,,False,False,False,0,10353.txt
10354.txt,10354.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,4,2,83.0,1.0,Devanagari,False,False,False,0,10354.txt
10357.txt,10357.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,138.0,1.0,Devanagari,False,False,False,0,10357.txt
10358.txt,10358.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,92.0,1.0,Devanagari,False,False,False,0,10358.txt
1036.txt,1036.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,59.0,1.0,Devanagari,False,False,False,0,1036.txt
10361.txt,10361.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,50.0,1.0,Devanagari,False,False,False,0,10361.txt
10364.txt,10364.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,4,2,95.5,1.0,Devanagari,False,False,False,0,10364.txt
10365.txt,10365.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,41.0,1.0,Devanagari,False,False,False,0,10365.txt
10366.txt,10366.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,18,7,75.14,1.0,Devanagari,False,False,False,0,10366.txt
10367.txt,10367.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,7,3,83.0,1.0,Devanagari,False,False,False,0,10367.txt
10368.txt,10368.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,203.0,1.0,Devanagari,False,False,False,0,10368.txt
10370.txt,10370.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,150.0,1.0,Devanagari,False,False,False,0,10370.txt
10372.txt,10372.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,140.5,1.0,Devanagari,False,False,False,0,10372.txt
10373.txt,10373.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,13,5,697.4,1.0,Devanagari,False,False,False,0,10373.txt
10374.txt,10374.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,10,4,465.75,1.0,Devanagari,False,False,False,0,10374.txt
10375.txt,10375.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,4,2,97.5,1.0,Devanagari,False,False,False,0,10375.txt
10377.txt,10377.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,98.0,1.0,Devanagari,False,False,False,0,10377.txt
10378.txt,10378.txt,unknown,txt,none,utf-8,,Unknown,0.2,0,,0,0.0,1.0,,False,False,False,0,10378.txt
1038.txt,1038.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,64.0,1.0,Devanagari,False,False,False,0,1038.txt
10381.txt,10381.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,143.0,1.0,Devanagari,False,False,False,0,10381.txt
10382.txt,10382.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,7,3,211.0,1.0,Devanagari,False,False,False,0,10382.txt
10383.txt,10383.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,7,3,72.67,1.0,Devanagari,False,True,False,0,10383.txt
10384.txt,10384.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,121.0,1.0,Devanagari,False,False,False,0,10384.txt
10386.txt,10386.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,298.0,1.0,Devanagari,False,False,False,0,10386.txt
10387.txt,10387.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,10,4,258.5,1.0,Devanagari,False,False,False,0,10387.txt
10388.txt,10388.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,224.0,1.0,Devanagari,False,False,False,0,10388.txt
10389.txt,10389.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,341.0,1.0,Devanagari,False,False,False,0,10389.txt
1039.txt,1039.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,107.0,1.0,Devanagari,False,False,False,0,1039.txt
10390.txt,10390.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,133.0,1.0,Devanagari,False,False,False,0,10390.txt
10391.txt,10391.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,35.0,1.0,Devanagari,False,False,False,0,10391.txt
10393.txt,10393.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,45,17,300.94,1.0,Devanagari,False,False,False,0,10393.txt
10394.txt,10394.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,10,4,138.75,1.0,Devanagari,False,False,False,0,10394.txt
10395.txt,10395.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,12,5,382.0,1.0,Devanagari,False,False,False,0,10395.txt
10397.txt,10397.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,234.0,1.0,Devanagari,False,False,False,0,10397.txt
1040.txt,1040.txt,unknown,txt,none,utf_8,en,Bilingual,0.55,1,23,14,26.07,1.0,Latin,True,True,False,0,1040.txt
10400.txt,10400.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,398.0,1.0,Devanagari,False,False,False,0,10400.txt
10401.txt,10401.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,200.0,1.0,Devanagari,False,False,False,0,10401.txt
10402.txt,10402.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,208.0,1.0,Devanagari,False,False,False,0,10402.txt
10404.txt,10404.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,98,37,145.41,1.0,Devanagari,False,False,False,0,10404.txt
10405.txt,10405.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,10,4,237.0,1.0,Devanagari,False,False,False,0,10405.txt
10407.txt,10407.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,551.0,1.0,Devanagari,False,False,False,0,10407.txt
1041.txt,1041.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,69.0,1.0,Devanagari,False,False,False,0,1041.txt
10412.txt,10412.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,7,3,182.33,1.0,Devanagari,False,False,False,0,10412.txt
10413.txt,10413.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,98.0,1.0,Devanagari,False,False,False,0,10413.txt
10414.txt,10414.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,7,3,333.0,1.0,Devanagari,False,False,False,0,10414.txt
10415.txt,10415.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,242.0,1.0,Devanagari,False,False,False,0,10415.txt
10416.txt,10416.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,17,7,263.57,1.0,Devanagari,False,False,False,0,10416.txt
10419.txt,10419.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,52.0,1.0,Devanagari,False,False,False,0,10419.txt
1042.txt,1042.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,130.0,1.0,Devanagari,False,False,False,0,1042.txt
10420.txt,10420.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,68.5,1.0,Devanagari,False,False,False,0,10420.txt
10421.txt,10421.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,48.0,1.0,Devanagari,False,False,False,0,10421.txt
10424.txt,10424.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,15,6,320.17,1.0,Devanagari,False,False,False,0,10424.txt
10425.txt,10425.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,158.0,1.0,Devanagari,False,False,False,0,10425.txt
10426.txt,10426.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,57.0,1.0,Devanagari,False,False,False,0,10426.txt
10427.txt,10427.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,10,4,474.0,1.0,Devanagari,False,False,False,0,10427.txt
10428.txt,10428.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,92.5,1.0,Devanagari,False,False,False,0,10428.txt
10429.txt,10429.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,149.0,1.0,Devanagari,False,False,False,0,10429.txt
1043.txt,1043.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,13,5,287.2,1.0,Devanagari,False,False,False,0,1043.txt
10430.txt,10430.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,34,13,175.23,1.0,Devanagari,False,False,False,0,10430.txt
10431.txt,10431.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,148.0,1.0,Devanagari,False,False,False,0,10431.txt
10432.txt,10432.txt,unknown,txt,none,utf_8,,Bilingual,0.55,1,25,13,180.54,1.0,Devanagari,True,True,False,0,10432.txt
10433.txt,10433.txt,unknown,txt,none,utf_8,,Bilingual,0.55,1,4,2,68.5,1.0,Devanagari,True,True,False,0,10433.txt
10435.txt,10435.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,17.0,1.0,Devanagari,False,False,False,0,10435.txt
10437.txt,10437.txt,unknown,txt,none,utf-8,,Unknown,0.2,0,,0,0.0,1.0,,False,False,False,0,10437.txt
10438.txt,10438.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,105.0,1.0,Devanagari,False,False,False,0,10438.txt
10439.txt,10439.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,4,2,113.5,1.0,Devanagari,False,False,False,0,10439.txt
1044.txt,1044.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,197.0,1.0,Devanagari,False,False,False,0,1044.txt
10440.txt,10440.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,479.0,1.0,Devanagari,False,False,False,0,10440.txt
10441.txt,10441.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,47,18,273.33,1.0,Devanagari,False,False,False,0,10441.txt
10442.txt,10442.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,13,5,305.4,1.0,Devanagari,False,False,False,0,10442.txt
10443.txt,10443.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,98.0,1.0,Devanagari,False,False,False,0,10443.txt
10445.txt,10445.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,167.0,1.0,Devanagari,False,False,False,0,10445.txt
10446.txt,10446.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,10,4,213.25,1.0,Devanagari,False,False,False,0,10446.txt
10447.txt,10447.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,68.0,1.0,Devanagari,False,False,False,0,10447.txt
10448.txt,10448.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,103.0,1.0,Devanagari,False,False,False,0,10448.txt
10449.txt,10449.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,49.0,1.0,Devanagari,False,False,False,0,10449.txt
1045.txt,1045.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,18,7,335.86,1.0,Devanagari,False,False,False,0,1045.txt
10450.txt,10450.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,18,7,310.29,1.0,Devanagari,False,False,False,0,10450.txt
10451.txt,10451.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,184.0,1.0,Devanagari,False,False,False,0,10451.txt
10452.txt,10452.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,126.0,1.0,Devanagari,False,False,False,0,10452.txt
10453.txt,10453.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,31,12,201.42,1.0,Devanagari,False,False,False,0,10453.txt
10454.txt,10454.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,7,3,238.67,1.0,Devanagari,False,False,False,0,10454.txt
10455.txt,10455.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,88.0,1.0,Devanagari,False,False,False,0,10455.txt
10457.txt,10457.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,18,7,136.0,1.0,Devanagari,False,False,False,0,10457.txt
1046.txt,1046.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,60.0,1.0,Devanagari,False,False,False,0,1046.txt
10460.txt,10460.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,56.0,1.0,Devanagari,False,False,False,0,10460.txt
10461.txt,10461.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,59.0,1.0,Devanagari,False,False,False,0,10461.txt
10462.txt,10462.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,7,3,249.67,1.0,Devanagari,False,False,False,0,10462.txt
10463.txt,10463.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,81,30,201.43,1.0,Devanagari,False,False,False,0,10463.txt
10464.txt,10464.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,10,4,694.75,1.0,Devanagari,False,False,False,0,10464.txt
10465.txt,10465.txt,unknown,txt,none,ascii,,Unknown,0.2,0,,0,0.0,1.0,,False,False,False,0,10465.txt
10466.txt,10466.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,75.0,1.0,Devanagari,False,False,False,0,10466.txt
10468.txt,10468.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,205.0,1.0,Devanagari,False,False,False,0,10468.txt
10469.txt,10469.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,79.0,1.0,Devanagari,False,False,False,0,10469.txt
10470.txt,10470.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,68.0,1.0,Devanagari,False,False,False,0,10470.txt
10471.txt,10471.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,10,4,281.0,1.0,Devanagari,False,False,False,0,10471.txt
10472.txt,10472.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,79.0,1.0,Devanagari,False,False,False,0,10472.txt
10473.txt,10473.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,7,3,155.33,1.0,Devanagari,False,False,False,0,10473.txt
10474.txt,10474.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,237.5,1.0,Devanagari,False,False,False,0,10474.txt
10475.txt,10475.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,48,18,248.72,1.0,Devanagari,False,False,False,0,10475.txt
10476.txt,10476.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,91.0,1.0,Devanagari,False,False,False,0,10476.txt
10477.txt,10477.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,104.0,1.0,Devanagari,False,False,False,0,10477.txt
1048.txt,1048.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,106.0,1.0,Devanagari,False,False,False,0,1048.txt
10480.txt,10480.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,111.0,1.0,Devanagari,False,False,False,0,10480.txt
10482.txt,10482.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,148.0,1.0,Devanagari,False,False,False,0,10482.txt
